"Nombre","Cámara de Comercio","Número de Matrícula","Fecha de Matrícula","Estado de la matrícula","Fecha de renovación","Último año renovado","latitud","longitud","direccion"
"OXXO ALTO PRADO 76","BARRANQUILLA","901699","2024/10/15","ACTIVA","2025/03/27","2025","11.0005754","-74.8082884","Cra. 50 #76-10, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
"OXXO LE CHAMP","BARRANQUILLA","898569","2024/08/27","ACTIVA","2025/03/27","2025","11.0186226","-74.8647123","Cra. 51B #135, Sabanilla Montecarmelo, Barranquilla, Puerto Colombia, Atlántico, Colombia"
"OXXO BLUE GARDENS","BARRANQUILLA","902801","2024/10/31","ACTIVA","2025/03/27","2025","11.016152","-74.8311569","Cra. 53 #100-50, Riomar, Barranquilla, Atlántico, Colombia"
"OXXO VIEJO PRADO","BARRANQUILLA","903272","2024/11/08","ACTIVA","2025/03/27","2025","10.9928984","-74.7935047","Cra. 53 #60-86, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
"OXXO VILLA COUNTRY","BARRANQUILLA","895123","2024/07/03","ACTIVA","2025/03/27","2025","11.0067456","-74.80292659999999","Cra. 59b #77-151, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
"OXXO EDS SAN ANTONIO","BARRANQUILLA","883567","2024/01/16","ACTIVA","2025/03/27","2025","","",""
"OXXO MEGA PLAZA","BARRANQUILLA","893487","2024/06/06","ACTIVA","2025/03/27","2025","","",""
"OXXO PLAZA MAYOR","BARRANQUILLA","883563","2024/01/16","ACTIVA","2025/03/27","2025","11.0047264","-74.8143834","Nte. Plaza mayor, Cl. 82 #51B-11, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
"OXXO PREMIUM PLAZA","BARRANQUILLA","890178","2024/04/16","ACTIVA","2025/03/27","2025","","",""
"OXXO EDS PAPIOS PARK 2","BARRANQUILLA","891824","2024/05/08","ACTIVA","2025/03/27","2025","","",""
"OXXO EDS PORVENIR","BARRANQUILLA","893432","2024/06/06","ACTIVA","2025/03/27","2025","","",""
"OXXO ZOOLOGICO","BARRANQUILLA","902242","2024/10/24","ACTIVA","2025/03/27","2025","","",""
"OXXO LA CORONA","BOGOTA","3759951","2023/12/12","ACTIVA","2025/03/20","2025","4.670970231325083","-74.06604991963738","Cra. 28a # 79-2, Barrios Unidos, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia"
"OXXO PALMA REAL 28","BOGOTA","3967909","2025/05/28","ACTIVA","2025/05/28","2025","4.615013591516589","-74.06954100086796","Cra. 10 #27-75, Bogotá"
"OXXO SAN ANDRESITO","BOGOTA","2149863","2011/10/12","CANCELADA","2016/03/31","2016","4.6162633283352745","-74.10150543335578","# a 37a-98,, Cl. 10 Sur #372, Bogotá, Colombia"
"OXXO EL DORADO","BOGOTA","2751152","2016/11/02","ACTIVA","2025/03/20","2025","4.6578174","-74.10772109999999","#52 a 98, Cra 69, Bogotá, Colombia"
"OXXO FIESTA SUBA","BOGOTA","3802084","2024/03/27","ACTIVA","2025/03/20","2025","4.7451173","-74.0933366","101, Ac 145 #56, Bogotá, Colombia"
"OXXO SANTA MARGARITA","BOGOTA","2281811","2012/12/20","ACTIVA","2025/03/20","2025","4.693008499999999","-74.0566394","104 A, Autonorte #73, Suba, Bogotá, Colombia"
"OXXO BOYACÁ 53","BOGOTA","3736957","2023/09/29","ACTIVA","2025/03/20","2025","4.6716542","-74.106886","13 Boyacá #53, Bogotá, Colombia"
"OXXO QUIRIGUA","BOGOTA","3197709","2019/12/13","ACTIVA","2025/03/20","2025","4.7064388","-74.1073495","20, Tv. 94 #80, Bogotá, Colombia"
"OXXO QUIROGA","BOGOTA","2338271","2013/07/05","ACTIVA","2025/03/20","2025","4.581015499999999","-74.1151776","33, Cl. 32 Sur #23, Tunjuelito, Bogotá, Colombia"
"OXXO ALSACIA","BOGOTA","3467697","2022/01/13","ACTIVA","2025/03/20","2025","4.6481625","-74.1349474","401A07_Ciudad, Bogotá, Colombia"
"OXXO BRITALIA","BOGOTA","3392129","2021/06/24","ACTIVA","2025/03/20","2025","4.618666187311806","-74.16958426178842","48a Sur-9, Cra. 80, Bogotá"
"OXXO RINCON DE LOS ANDES","BOGOTA","3757234","2023/11/29","ACTIVA","2025/03/20","2025","4.687544","-74.0649595","50, Cra. 60 #98A, Bogotá, Colombia"
"OXXO EDS VIA SOPO","BOGOTA","3601229","2022/10/27","ACTIVA","2025/03/20","2025","4.920479299999999","-73.9479855","50C, Sopo, Cundinamarca, Colombia"
"OXXO BOSA LOS NARANJOS","BOGOTA","3678688","2023/05/10","ACTIVA","2025/03/20","2025","4.6048265","-74.1962428","71d Sur-3, Cra. 79, Bogotá, Colombia"
"OXXO PASEO SEVILLA","BOGOTA","3753392","2023/11/16","ACTIVA","2025/03/20","2025","4.643848699999999","-74.1535162","AV. C. de Cali, Cl. 6d, Kennedy, Bogotá, Colombia"
"OXXO BOSA MARYLAND","BOGOTA","3851534","2024/07/29","ACTIVA","2025/03/20","2025","4.6121682","-74.2013168","AV. C. de Cali, Cra. 81f, Bosa, Bogotá, Colombia"
"OXXO CHICO 100 CON 11","BOGOTA","3609637","2022/11/22","ACTIVA","2025/03/20","2025","4.6822006","-74.0433493","Ac 100 #10-59, Bogotá, Colombia"
"OXXO CALLE 116","BOGOTA","3297967","2020/10/16","ACTIVA","2025/03/20","2025","4.6981405","-74.0473952","Ac 116 #17a-30, Usaquén, Bogotá, Colombia"
"OXXO PUENTE 116","BOGOTA","3392127","2021/06/24","ACTIVA","2025/03/20","2025","4.699392","-74.0532276","Ac 116 #22-34, Bogotá, Colombia"
"OXXO GRADECO","BOGOTA","3476457","2022/01/31","ACTIVA","2025/03/20","2025","4.7043533","-74.0417006","Ac 127 #14-54, Bogotá, Colombia"
"OXXO ACOMEDICA 2","BOGOTA","3505978","2022/03/28","ACTIVA","2025/03/20","2025","4.7061614","-74.05006019999999","Ac 127 #19A-44, Bogotá, Colombia"
"OXXO NORMANDIA 53","BOGOTA","3866294","2024/09/04","ACTIVA","2025/03/20","2025","4.669478799999999","-74.1052204","Ac 53 #70d-55, Bogotá, Colombia"
"OXXO ARRAYANES","BOGOTA","3709882","2023/07/26","ACTIVA","2025/03/20","2025","4.6804119","-74.1141635","Ac 53 #85g-4, Bogotá, Colombia"
"OXXO CALIMA","BOGOTA","3134873","2019/07/04","ACTIVA","2025/03/20","2025","4.667809850921188", "-74.05900159066076","Cra 19 #20 a 80, Chapinero, Bogotá, Cundinamarca"
"OXXO CALLE 138","BOGOTA","3451553","2021/11/08","ACTIVA","2025/03/20","2025","4.7274211","-74.06330369999999","Ac. 138 #57 -31, Bogotá, Colombia"
"OXXO CANCILLERIA","BOGOTA","3992668","2025/07/28","ACTIVA","2025/07/28","2025","","",""
"OXXO CATAMA","BOGOTA","3759934","2023/12/12","ACTIVA","2025/03/20","2025","4.329251519334162", "-74.38259896740793","Cl. 22 #44 – 73, Fusagasugá, La Serena, Fusagasugá, Cundinamarca"
"OXXO DEFENSORIA","BOGOTA","3920437","2025/02/12","ACTIVA","2025/02/12","2025","4.643499520677408","-74.06267861494707","Cl. 56 #7-36, Bogotá"
"OXXO ESCUELA GENERAL SANTANDER","BOGOTA","3920469","2025/02/12","ACTIVA","2025/02/12","2025","4.5954130927742085", "-74.12958345515933","Cra. 50c # 41-43, Puente Aranda, Bogotá, D.C., Bogotá, Bogotá, D.C."
"OXXO IKARA","BOGOTA","3983323","2025/07/08","ACTIVA","2025/07/08","2025","","",""
"OXXO MIDTOWN","BOGOTA","3596647","2022/10/15","ACTIVA","2025/03/20","2025","4.9109532","-74.0302036","Cra. 6 #4-65, Cajicá, Cundinamarca, Colombia"
"OXXO MODELO NORTE","BOGOTA","3855534","2024/08/08","ACTIVA","2025/03/20","2025","4.6612932","-74.0811279","Cl. 64a #52-7, Bogotá, Colombia"
"OXXO MONTES","BOGOTA","3889977","2024/11/08","ACTIVA","2025/03/20","2025","4.611543455916014", "-74.11406757240118","Cra. 41 #2B-05, Puente Aranda, Bogotá"
"OXXO OPTIMUS","BOGOTA","3958564","2025/05/06","ACTIVA","2025/05/06","2025","4.687234167605708","-74.12713298567743","Ac. 26 #96j-66, Bogotá"
"OXXO ZONA IN","BOGOTA","3230551","2020/03/06","ACTIVA","2025/03/20","2025","4.634637608599539","-74.11612972943719","Cl. 13 #65B7, Bogotá"
"OXXO MODELIA 24","BOGOTA","3469294","2022/01/17","ACTIVA","2025/03/20","2025","4.6654262","-74.1190652","Ac. 24 #74-4, Bogotá, Colombia"
"OXXO ELEMENTO","BOGOTA","3284666","2020/09/15","ACTIVA","2025/03/20","2025","4.659375900000001","-74.1061915","Ac. 26 #69-76, Bogotá, Colombia"
"OXXO CALLE 85","BOGOTA","3886440","2024/10/28","ACTIVA","2025/03/20","2025","4.6696133","-74.05475170000001","Ac. 85, Bogotá, Colombia"
"OXXO SANTA BARBARA CR 7","BOGOTA","3868752","2024/09/11","ACTIVA","2025/03/20","2025","4.7004892","-74.0288954","Ak 7 #124-93, Usaquén, Bogotá, Cundinamarca, Colombia"
"OXXO RESERVA DEL CEDRO","BOGOTA","3822896","2024/05/20","ACTIVA","2025/03/20","2025","4.7285334","-74.02454469999999","Ak 7 #153 - 85, Bogotá, Colombia"
"OXXO CALLE 45","BOGOTA","3468178","2022/01/13","ACTIVA","2025/03/20","2025","4.63850385460297","-74.07893676322703","Ave Cra 30 # 48-30, Teusaquillo, Bogotá, D.C., Bogotá, Bogotá, D.C."
"OXXO JAVERIANA","BOGOTA","2119831","2011/07/12","ACTIVA","2025/03/20","2025","4.6287397","-74.065196","7, Ak 7 #41, Bogotá, Colombia"
"OXXO PORTAL JAVERIANA","BOGOTA","3513267","2022/04/09","ACTIVA","2025/03/20","2025","4.6316523","-74.06399379999999","Ak 7 #45 10, Chapinero, Bogotá, Cundinamarca, Colombia"
"OXXO SEPTIMA 49","BOGOTA","3802076","2024/03/27","ACTIVA","2025/03/20","2025","4.6360582","-74.0635504","Ak 7 #48-32, Chapinero, Bogotá, Colombia"
"OXXO CASTILLO 72","BOGOTA","3895660","2024/11/28","ACTIVA","2025/03/20","2025","4.659679370094742","-74.05504528836246","Ak 7 #72-48, Bogotá"
"OXXO UNIQUE","BOGOTA","3938155","2025/03/19","ACTIVA","2025/03/19","2025","4.6858426","-74.0472027","Cra. 9 #100-77, Usaquén, Bogotá, Cundinamarca, Colombia"
"OXXO JAZMIN","BOGOTA","3756475","2023/11/27","ACTIVA","2025/03/20","2025","4.6081044","-74.1184507","Ak. 50, Bogotá, Colombia"
"OXXO VILLA DEL RIO","BOGOTA","3757239","2023/11/29","ACTIVA","2025/03/20","2025","4.599841","-74.16178699999999","Ak. 71b #22, Bogotá, Colombia"
"OXXO AUTONORTE 100","BOGOTA","3564924","2022/08/04","ACTIVA","2025/03/20","2025","4.6877076","-74.0565195","Auto. Norte #100-34, Bogotá, Colombia"
"OXXO PEPE SIERRA","BOGOTA","3001843","2018/08/22","ACTIVA","2025/03/20","2025","4.6983089","-74.0548089","Auto. Norte #114-44, Bogotá, Colombia"
"OXXO HEROES","BOGOTA","2040054","2010/10/29","ACTIVA","2025/03/20","2025","4.6647089","-74.06062969999999","Autopista Nte. #7627, Bogotá, Colombia"
"OXXO EDS HERGOS","BOGOTA","3662213","2023/04/03","ACTIVA","2025/03/20","2025","4.6980363","-74.1050238","Av Ciudad de Cali #3943, Bogotá, Colombia"
"OXXO TRANSMIHEROES","BOGOTA","3542627","2022/06/13","ACTIVA","2025/03/20","2025","4.6677346","-74.0595726","Av Cl 80 #19-39, Bogotá, Colombia"
"OXXO PRIMAVERA","BOGOTA","1938539","2009/10/15","ACTIVA","2025/03/20","2025","4.70458","-74.103408","Av Cl 80 #40, Bogotá, Colombia"
"OXXO MINUTO 80","BOGOTA","3684882","2023/05/25","ACTIVA","2025/03/20","2025","4.6972339","-74.0920417","Av Cl 80 #74a-20, Bogotá, Colombia"
"OXXO PALOQUEMAO","BOGOTA","2040053","2010/10/29","ACTIVA","2025/03/20","2025","4.6175902","-74.0884538","Av NQS #18A-56, Los Mártires, Bogotá, Colombia"
"OXXO CALATRAVA","BOGOTA","2171836","2012/01/18","ACTIVA","2025/03/20","2025","4.714033","-74.073064","Av Suba #69S97, Bogotá, Colombia"
"OXXO AVENIDA CONSTITUCION","BOGOTA","3761285","2023/12/20","ACTIVA","2025/03/20","2025","4.6926199","-74.07725359999999","Av de la Constitución #4, Bogotá, Colombia"
"OXXO MORATO","BOGOTA","2751168","2016/11/02","ACTIVA","2025/03/20","2025","4.698627500000001","-74.07191499999999","Cl 112 #6 a 38, Bogotá, Colombia"
"OXXO 1ERO DE MAYO","BOGOTA","3150639","2019/08/09","ACTIVA","2025/03/20","2025","4.576120599999999","-74.0946252","Av. 1 de Mayo #10-22, Bogotá, Colombia"
"OXXO PRIMERA 27","BOGOTA","3698754","2023/06/28","ACTIVA","2025/03/20","2025","4.5892336","-74.1092547","Av. 1 de Mayo #27-41, Bogotá, Colombia"
"OXXO VARGAS AV 68","BOGOTA","3554902","2022/07/13","ACTIVA","2025/03/20","2025","4.6751836718227","-74.08709723295198","Av. 68 #67c-80, Bogotá"
"OXXO BARRIOS UNIDOS CRA 68","BOGOTA","3888355","2024/11/02","ACTIVA","2025/03/20","2025","4.689541449046923","-74.06943647708198","Ac 100 #64-35, Barrios Unidos, Bogotá, Cundinamarca"
"OXXO EDS AVENIDA 68","BOGOTA","3928416","2025/02/27","ACTIVA","2025/02/27","2025","4.6875652","-74.07521009999999","Av. 68 #95-85, Suba, Bogotá, Cundinamarca, Colombia"
"OXXO ROJAS","BOGOTA","3513263","2022/04/09","ACTIVA","2025/03/20","2025","4.6720294","-74.0999851","Av. 70 #63 A-54, Bogotá, Colombia"
"OXXO ESTRADA","BOGOTA","3542624","2022/06/13","ACTIVA","2025/03/20","2025","4.6755698","-74.0972165","Av. 70 #64g, Bogotá, Colombia"
"OXXO EDS CARVAJAL","BOGOTA","3662184","2023/04/03","ACTIVA","2025/03/20","2025","4.6106786","-74.1415248","Av. Boyacá #37d Sur-21, Bogotá, Colombia"
"OXXO CLUB POLICIA COLINA","BOGOTA","3855553","2024/08/08","ACTIVA","2025/03/20","2025","4.7332914","-74.0675407","Av. Boyacá #55 No 142a, Bogotá, Colombia"
"OXXO MIRADOR DE PONTEVEDRA","BOGOTA","3588657","2022/09/27","ACTIVA","2025/03/20","2025","4.696250000000001","-74.0842167","Av. Boyacá #93-72, Bogotá, Colombia"
"OXXO COLON","BOGOTA","2459173","2014/05/28","CANCELADA","2016/03/31","2016","","",""
"OXXO ESTACION RICAURTE","BOGOTA","3662195","2023/04/03","ACTIVA","2025/03/20","2025","4.611831","-74.0895458","Av. Calle 13 #26-91, Bogotá, Colombia"
"OXXO CENTRIK VIEW","BOGOTA","3759377","2023/12/11","ACTIVA","2025/03/20","2025","4.620130899999999","-74.0980991","Av. Calle 13 #Kr 38, Puente Aranda, Bogotá, Colombia"
"OXXO LUNA PARK","BOGOTA","3662206","2023/04/03","ACTIVA","2025/03/20","2025","4.585916999999999","-74.0945395","Av Caracas #10-73 sur, Antonio Nariño, Bogotá, Colombia"
"OXXO INFINITUM","BOGOTA","3580574","2022/09/08","ACTIVA","2025/03/20","2025","4.6455046","-74.0652051","Av Caracas #58-62, Bogotá, Colombia"
"OXXO PORVENIR 72","BOGOTA","3812912","2024/04/23","ACTIVA","2025/03/20","2025","4.6810553","-74.0891424","Av. Chile #69 - 35, Bogotá, Colombia"
"OXXO CALLE 19","BOGOTA","2380582","2013/10/24","ACTIVA","2025/03/20","2025","4.604966999999999","-74.0713572","Av. Ciudad de Lima #35 #6, Bogotá, Colombia"
"OXXO FRANCO 19","BOGOTA","3948032","2025/04/08","ACTIVA","2025/04/08","2025","","",""
"OXXO CONCEJO","BOGOTA","3568869","2022/08/12","ACTIVA","2025/03/20","2025","4.626174970128607","-74.08008823651147","Av. El Dorado #29a-62, Bogotá"
"OXXO DORADO PLAZA","BOGOTA","3226147","2020/02/27","ACTIVA","2025/03/20","2025","4.6765764","-74.119252","Av. El Dorado #85d-55, Bogotá, Colombia"
"OXXO QUINTA PAREDES","BOGOTA","3411980","2021/08/11","ACTIVA","2025/03/20","2025","4.630862899999999","-74.0930192","Av. La Esperanza #40-11, Bogotá, Colombia"
"OXXO AV PRADILLA","BOGOTA","3514131","2022/04/12","ACTIVA","2025/03/20","2025","4.865371500000001","-74.0388998","Av. Pradilla, Chía, Cundinamarca, Colombia"
"OXXO EDS VERAGUAS","BOGOTA","3778075","2024/02/06","ACTIVA","2025/03/20","2025","4.603177415822563", "-74.10124963059566","Ave Cra 30 #2-18, Bogotá"
"OXXO CALLE 48","BOGOTA","3698760","2023/06/28","ACTIVA","2025/03/20","2025","4.6385714","-74.0786967","Ave Cra 30 #48-30, Bogotá, Colombia"
"OXXO ARRECIFE","BOGOTA","3938153","2025/03/19","ACTIVA","2025/03/19","2025","4.6615646","-74.1099552","Hotel Holiday Inn, Ac. 26 #69D-91, Bogotá, Colombia"
"OXXO BRITANIA","BOGOTA","1923870","2009/08/21","ACTIVA","2025/03/20","2025","4.7222134","-74.06681460000001","Avenida 58 #131a-46, Bogotá, Colombia"
"OXXO BURO 24 II","BOGOTA","3839103","2024/06/28","ACTIVA","2025/03/20","2025","4.672437503397389", "-74.12629075687718","Ac. 24 #86-49, Bogotá"
"OXXO GLOBAL CENTER","BOGOTA","3958577","2025/05/06","ACTIVA","2025/05/06","2025","","",""
"OXXO HOSPITAL REGIONAL","BOGOTA","3851537","2024/07/29","ACTIVA","2024/07/29","2024","5.015346699999999","-74.0023372","Cra. 15 #1-136, Zipaquirá, Cundinamarca, Colombia"
"OXXO LA RIVIERA","BOGOTA","3882649","2024/10/18","ACTIVA","2025/03/20","2025","4.708406229340378", "-74.1294335452184","Cra. 111c #70B - 02, Bogotá"
"OXXO TIERRA GRATA","BOGOTA","3998842","2025/08/12","ACTIVA","2025/08/12","2025","","",""
"OXXO BELLA SUIZA 127","BOGOTA","3945983","2025/04/03","ACTIVA","2025/04/03","2025","4.70295704957593","-74.02979850411569","Ac 127 #7a-28, Bogotá"
"OXXO CENTRAL POINT","BOGOTA","3036379","2018/11/13","ACTIVA","2025/03/20","2025","4.6691594","-74.11397939999999","Bogotá, Colombia"
