Nombre,Cámara de Comercio,Número de Matrícula,Fecha de Matrícula,Estado de la matrícula,Fecha de renovación,Último año renovado,latitud,longitud,direccion
JUSTO Y BUENO MALAMBO CONCORD CALLE 10,BARRANQUILLA,745781,2019/09/13,ACTIVA,2021/03/31,2021,,,
JUSTO Y BUENO MALAMBO CONCORDE CRA 25,BARRANQUILLA,765557,2020/08/13,CANCELADA,2021/03/31,2021,,,
JUSTO Y BUENO SANTA MARTA 1 DE MAYO,SANTA MARTA PARA EL MAGDALENA,228181,2020/05/26,ACTIVA,2021/03/30,2021,,,
MINIMERCADO JUSTO Y BUENO BARRANCA - PALMIRA,BARRANCABERMEJA,104698,2016/07/19,ACTIVA,2021/03/12,2021,7.0585419,-73.8511127,"Cra. 28 #47-39, Barrancabermeja, Santander, Colombia"
SUPERMERCADO JUSTO Y BUENO ALCALA DEL RIO,CUCUTA,372739,2020/06/23,ACTIVA,2021/03/31,2021,7.917549999999999,-72.48532,"Calle 17N # 18E - 130, Cúcuta, Norte de Santander, Colombia"
SUPERMERCADO JUSTO Y BUENO BELLO SAN JOSE OBRERO,MEDELLIN PARA ANTIOQUIA,70170202,2020/04/15,ACTIVA,2021/03/31,2021,6.2541414,-75.5674176,"Cl. 54 #51 - 07, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO CLASS ROMA,BOGOTA,3194288,2019/11/28,ACTIVA,2021/03/19,2021,4.6940624,-74.0564594,"Cra. 45 #106 - 15, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO CRA 6 CON CALLE 30 IBAGUE,IBAGUE,317868,2020/07/14,ACTIVA,2021/03/19,2021,4.420103999999999,-75.141415,"Ibagué, Tolima, Colombia"
SUPERMERCADOS JUSTO Y BUENO ALCALA,CARTAGO,100816,2020/10/27,CANCELADA,2021/02/16,2021,,,
MINIMERCADO JUSTO Y BUENO LA GRANJA,BOGOTA,2694507,2016/06/03,CANCELADA,2018/03/12,2018,4.699863943861897, -74.09672036511083,"#2 a 98, Cl. 77a, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO MEDELLIN SAN JAVIER SAN MICHEL,MEDELLIN PARA ANTIOQUIA,67772302,2019/03/13,ACTIVA,2021/03/31,2021,6.255477399999999,-75.6235122,"341 a 108a-347,, Cra. 108a #3642, Medellín, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO ACEVEDO HUILA,HUILA,334222,2019/11/15,ACTIVA,2021/03/26,2021,2.0639138,-75.78998469999999,"Altamira, Huila, Colombia"
MINIMERCADO JUSTO Y BUENO MEDELLIN CRISTO REY 2 SUR,MEDELLIN PARA ANTIOQUIA,64504902,2017/10/12,ACTIVA,2021/03/31,2021,6.211757,-75.57485799999999,"Cl 10 #43E-135, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia"
MINIMERCADO JUSTO Y BUENO MEDELLIN GUAYABAL PARQUE DE LAS CHIMENEAS,MEDELLIN PARA ANTIOQUIA,68213402,2019/05/09,ACTIVA,2021/03/31,2021,6.2050883,-75.58248139999999,"Cl. 2 Sur #50 E 29, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO MEDELLIN GERONA,MEDELLIN PARA ANTIOQUIA,71372502,2020/12/14,ACTIVA,2021/03/31,2021,6.2050883,-75.58248139999999,"Cl. 2 Sur #50 E 29, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO TURBO CENTRO,URABA,96637,2019/12/03,ACTIVA,2021/03/29,2021,6.2476154,-75.55780030000001,"Cl. 54 #38 19, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO TURBO CURRULAO TRONCAL,URABA,96452,2019/11/13,ACTIVA,2021/03/29,2021,7.993961399999999,-76.6372232,"62, Currulao, Turbo, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO TURBO ESTADIO,URABA,101892,2021/01/15,ACTIVA,2021/01/15,2021,6.2476154,-75.55780030000001,"Cl. 54 #38 19, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO TURBO TRONCAL,URABA,101895,2021/01/15,ACTIVA,2021/01/15,2021,6.2541414,-75.5674176,"Cl. 54 #51 - 07, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia"
MINIMERCADO JUSTO Y BUENO PROVENZA 105,BUCARAMANGA,9000447135,2019/11/28,ACTIVA,2021/03/17,2021,7.085527799999999,-73.1167145,"Ac 105 # 21 - 35, Bucaramanga, Santander, Colombia"
MINIMERCADO JUSTO Y BUENO PORTAL DE PROVENZA,BUCARAMANGA,9000467483,2020/08/06,ACTIVA,2021/03/17,2021,,,
MINIMERCADO JUSTO Y BUENO TOLEDO PLATA,BUCARAMANGA,9000474981,2020/10/29,ACTIVA,2021/03/17,2021,7.0814081,-73.12399289999999,"Ac 105 # 9 - 265, Girón, Bucaramanga, Girón, Santander, Colombia"
SUPERMERCADO JUSTO Y BUENO USAQUEN SANTA BARBARA 116,BOGOTA,3307238,2020/11/09,ACTIVA,2021/03/19,2021,4.6903885,-74.0368177,"Cl. 110 #9B-04, Usaquén, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO SUBA SAN NICOLAS,BOGOTA,3189817,2019/11/13,ACTIVA,2021/03/19,2021,4.7385507,-74.0649174,"Cra. 59 # 152 - 49 local 202, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO NIZA,BOGOTA,2769487,2017/01/20,ACTIVA,2021/03/05,2021,4.6940624,-74.0564594,"Cra. 45 #106 - 15, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO SUBA HOSPITAL,BOGOTA,2947908,2018/04/17,ACTIVA,2021/03/19,2021,4.7542523,-74.0910055,"Ac. 153 #103B-10, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO SUBA LOS ARRAYANES,BOGOTA,3273832,2020/08/20,ACTIVA,2021/03/19,2021,4.733429699999999,-74.0860749,"Cra. 91 #134A-29, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO MUELLE,BOGOTA,3062476,2019/02/05,ACTIVA,2021/03/19,2021,4.6722888,-74.10031479999999,"Ac. 63 #110-10, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO CABECERA,BUCARAMANGA,9000471642,2020/09/21,ACTIVA,2021/03/17,2021,,,
MINIMERCADO JUSTO Y BUENO PUERTA DEL SOL,BUCARAMANGA,9000455402,2020/03/09,CANCELADA,2021/03/17,2021,,,
MINIMERCADO JUSTO Y BUENO HUMEDAL,BOGOTA,2875772,2017/10/02,CANCELADA,2019/03/21,2019,,,
SUPERMERCADO JUSTO Y BUENO ALTAMIRA HUILA,HUILA,334775,2019/12/09,ACTIVA,2021/03/26,2021,2.0639138,-75.78998469999999,"Altamira, Huila, Colombia"
SUPERMERCADO JUSTO Y BUENO PARQUE COMERCIAL BIMA,BOGOTA,3272345,2020/08/14,ACTIVA,2021/03/19,2021,4.8088106,-74.0393332,"Auto. Norte #232-35, Suba, Bogotá, Cundinamarca, Colombia"
MINIMERCADO JUSTO Y BUENO AUTOPISTA,BOGOTA,2895047,2017/11/27,ACTIVA,2021/03/19,2021,4.7449615,-74.02271540000001,"Cl. 167d #7-26, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO ATAVANZA NORTE,BOGOTA,3318586,2020/12/15,ACTIVA,2021/03/24,2021,4.7449615,-74.02271540000001,"Cl. 167d #7-26, Bogotá, Colombia"
SUPERMERCADOS JUSTO Y BUENO CALI-AV SEXTA,CALI,1103352,2020/12/11,CANCELADA,2021/02/15,2021,,,
MINIMERCADO JUSTO Y BUENO HAYUELOS RESERVADO,BOGOTA,3034032,2018/11/06,ACTIVA,2021/03/19,2021,4.6940624,-74.0564594,"Cra. 45 #106 - 15, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO EL GRANADA,ARMENIA,226609,2018/06/12,CANCELADA,2020/02/19,2020,,,
MINIMERCADO JUSTO Y BUENO GRAN GRANADA,BOGOTA,3046376,2018/12/19,ACTIVA,2021/03/19,2021,4.7224921,-74.1227107,"Av Cl 80 #114-43, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO BARROBLANCO,BUCARAMANGA,9000385895,2017/09/19,CANCELADA,2021/03/17,2021,,,
MINIMERCADO JUSTO Y BUENO AVENIDA CERO,CUCUTA,339932,2018/11/20,ACTIVA,2021/03/31,2021,7.8994369,-72.5004062,"Av. 0 #1N-35, Barrio La ceiba, Cúcuta, Norte de Santander, Colombia"
MINIMERCADO JUSTO Y BUENO PRADOS DEL ESTE,CUCUTA,329339,2018/05/02,ACTIVA,2021/03/31,2021,7.913426299999999,-72.474555,"Cl. 7 Este #7B-48, Urb. Prados del Este, Cúcuta, Norte de Santander, Colombia"
SUPERMERCADO JUSTO Y BUENO VIDELSO,CUCUTA,382630,2020/11/19,ACTIVA,2021/03/31,2021,,,
MINIMERCADO JUSTO Y BUENO LOS PATIOS,CUCUTA,318335,2017/08/30,ACTIVA,2021/03/30,2021,7.8148724,-72.51593319999999,"Av. 10 #1-48, Los Patios, Norte de Santander, Colombia"
MINIMERCADO JUSTO Y BUENO PIZARREAL,CUCUTA,337477,2018/09/25,ACTIVA,2021/03/31,2021,,,
MINIMERCADO JUSTO Y BUENO AEROPUERTO,CUCUTA,309530,2017/02/27,ACTIVA,2021/05/03,2021,7.9314284,-72.5047818,"Av. 2 #Calle 6, Barrio El Aeropuerto, Cúcuta, Norte de Santander, Colombia"
JUSTO Y BUENO BARRANQUILLA EL MERCADO,BARRANQUILLA,751051,2019/11/29,CANCELADA,2019/11/29,2019,10.9803045,-74.7752401,"Entre 46 y 41, Boyacá, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA PARQUE GOLF,BARRANQUILLA,775995,2020/11/30,CANCELADA,2021/03/31,2021,11.0104606,-74.8078706,"Entre Carrera 59C y Carrera 59B, Cl. 81 #81, El Golf, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA ALTOS DE LA CEIBA,BARRANQUILLA,737796,2019/06/26,ACTIVA,2021/03/31,2021,,,
JUSTO Y BUENO BARRANQUILLA CONIDEC,BARRANQUILLA,747984,2019/10/23,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
SUPERMERCADOS JUSTO Y BUENO PALMIRA-ITALIA,PALMIRA,131336,2020/07/24,CANCELADA,2021/02/18,2021,,,
SUPERMERCADO JUSTO Y BUENO CENTRAL DE CUCUTA,CUCUTA,369423,2020/03/13,ACTIVA,2021/03/31,2021,7.884695799999999,-72.5024467,"Av. 4 # 12-25, Cúcuta, Norte de Santander, Colombia"
MINIMERCADO JUSTO Y BUENO PATIO BONITO (CIUDAD DE CALI),BOGOTA,2655268,2016/02/17,ACTIVA,2021/03/19,2021,4.6403117,-74.1736918,"Carrera 42a Sur #91a-15, Dindalito, Bogotá, Colombia"
SUPERMERCADOS JUSTO Y BUENO CALI-TERRON,CALI,1104583,2021/01/08,CANCELADA,2021/01/08,2021,,,
MINIMERCADO JUSTO Y BUENO LA CABRERA,CUCUTA,307870,2017/01/27,ACTIVA,2021/03/29,2021,,,
MINIMERCADO JUSTO Y BUENO DOÑA CECI,CUCUTA,311259,2017/03/29,ACTIVA,2021/03/30,2021,,,
MINIMERCADO JUSTO Y BUENO MEDELLIN LAURELES LAS ACACIAS,MEDELLIN PARA ANTIOQUIA,68653502,2019/07/15,ACTIVA,2021/03/31,2021,6.242159699999999,-75.600295,"Av. 80 # 34b 51, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia"
MINIMERCADO JUSTO Y BUENO BOYACA REAL,BOGOTA,2694513,2016/06/03,CANCELADA,2017/03/10,2017,4.683827665603755, -74.10147296094773,"Cra. 74a # 66 a - 75, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO NORMANDIA OCCIDENTAL,BOGOTA,2738917,2016/09/29,CANCELADA,2019/03/21,2019,4.676967086981651, -74.10936709369922,"Ac 53 #74a-6 a, Cra. 74a #98, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO NORMANDIA ORIENTAL,BOGOTA,3315445,2020/12/02,ACTIVA,2021/03/19,2021,4.668198680726741, -74.11039706190193,"Av. Boyacá #48A-18, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO BUGANVILES,HUILA,302610,2017/09/08,ACTIVA,2021/02/19,2021,2.9407964,-75.26464519999999,"Av. Buganviles, Neiva, Huila, Colombia"
SUPERMERCADO JUSTO Y BUENO IBERIA,BOGOTA,3117754,2019/05/27,ACTIVA,2021/03/19,2021,4.6940624,-74.0564594,"Cra. 45 #106 - 15, Bogotá, Colombia"
JUSTO Y BUENO SANTA MARTA PESCAITO,SANTA MARTA PARA EL MAGDALENA,219176,2019/07/24,ACTIVA,2021/03/30,2021,11.2524056,-74.20692679999999,"Pescaito, Comuna 3, Santa Marta, Magdalena, Colombia"
JUSTO Y BUENO SANTA MARTA AV. LIBERTADOR LOS MANGUITOS,SANTA MARTA PARA EL MAGDALENA,220157,2019/08/23,CANCELADA,2021/04/19,2021,,,
JUSTO Y BUENO SANTA MARTA CENTRO CIAL EL LIBERTADOR,SANTA MARTA PARA EL MAGDALENA,217712,2019/06/14,CANCELADA,2021/03/30,2021,,,
SUPERMERCADOS JUSTO Y BUENO CALI - CEDROS,CALI,1069824,2019/11/15,CANCELADA,2021/02/15,2021,,,
MINIMERCADO JUSTO Y BUENO LAS CEIBAS,VALLEDUPAR,154895,2018/07/19,ACTIVA,2021/02/12,2021,,,
SUPERMERCADO JUSTO Y BUENO GIRARDOT MIRAFLORES,GIRARDOT,82178,2016/12/09,ACTIVA,2021/01/25,2021,4.303503399999999,-74.8018148,"Avenida 34 #10-84, Girardot, Cundinamarca, Colombia"
SUPERMERCADO JUSTO Y BUENO SUBA LAS TERRAZAS,BOGOTA,3317953,2020/12/11,ACTIVA,2021/03/19,2021,4.7368355,-74.0819806,"Ac 145 #85 52 Local 4, Bogotá, Colombia"
JUSTO Y BUENO SANTA MARTA AVENIDA DEL FERROCARRIL,SANTA MARTA PARA EL MAGDALENA,222109,2019/10/16,CANCELADA,2021/03/30,2021,,,
JUSTO Y BUENO SANTA MARTA BAVARIA VIVERO,SANTA MARTA PARA EL MAGDALENA,221122,2019/09/19,ACTIVA,2021/03/30,2021,11.2319161,-74.2032013,"Cl. 29 #13-88, Comuna 2, Santa Marta, Magdalena, Colombia"
JUSTO Y BUENO GALAPA CALLE 10,BARRANQUILLA,744899,2019/09/13,ACTIVA,2021/03/31,2021,10.8997062,-74.88486139999999,"Kilometro 9 Via Al Mar, Cartagena, Zona Norte, Galapa, Atlántico, Colombia"
JUSTO Y BUENO MALAMBO EL CARMEN,BARRANQUILLA,747990,2019/10/23,CANCELADA,2021/03/31,2021,,,
JUSTO Y BUENO SANTA MARTA LOS CISNES,SANTA MARTA PARA EL MAGDALENA,232938,2020/09/14,ACTIVA,2021/03/30,2021,11.2083323,-74.1616691,"Cl. 50 #66-19, Santa Marta, Magdalena, Colombia"
JUSTO Y BUENO SOLEDAD CALLE 18,BARRANQUILLA,747993,2019/10/23,CANCELADA,2021/03/31,2021,10.9091455,-74.791731,"Soledad, Atlántico, Colombia"
JUSTO Y BUENO SOLEDAD LOS MANGOS,BARRANQUILLA,766439,2020/08/24,ACTIVA,2021/03/31,2021,,,
JUSTO Y BUENO SOLEDAD MANANTIAL,BARRANQUILLA,751047,2019/11/29,ACTIVA,2021/03/31,2021,10.9052449,-74.8017948,"Av. Murillo #131 a 13-167, Soledad, Barranquilla, Atlántico, Colombia"
MINIMERCADO JUSTO Y BUENO BRITALIA NORTE,BOGOTA,2924791,2018/02/26,ACTIVA,2021/03/19,2021,4.7449615,-74.02271540000001,"Cl. 167d #7-26, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO LA SOCORRANA,BUCARAMANGA,9000359903,2016/10/26,ACTIVA,2021/03/17,2021,,,
MINIMERCADO JUSTO Y BUENO LEON 13 SEGUNDO SECTOR,BOGOTA,2718608,2016/08/05,ACTIVA,2021/03/19,2021,4.5918499,-74.1963301,"Cl. 41C #15, Soacha, Cundinamarca, Colombia"
MINIMERCADO JUSTO Y BUENO SOTAVENTO,BOGOTA,2911179,2018/01/29,ACTIVA,2021/03/19,2021,4.747118,-74.048846,"Cl. 166 #46-53, Suba, Bogotá, Cundinamarca, Colombia"
MINIMERCADO JUSTO Y BUENO VILLETA BELLO HORIZONTE,FACATATIVA,104695,2016/10/06,ACTIVA,2021/02/23,2021,5.007749599999999,-74.4741532,"Diagonal 3 #10-57, Villeta, Cundinamarca, Colombia"
SUPERMERCADO JUSTO Y BUENO BELLA VISTA,FLORENCIA PARA EL CAQUETA,105977,2018/08/13,ACTIVA,2021/01/22,2021,10.6660405,-71.6137626,"entre Avenidas11 y 12 C. 76, Maracaibo 4002, Zulia, Venezuela"
SUPERMERCADO JUSTO Y BUENO CHAPETON,IBAGUE,298984,2019/01/15,ACTIVA,2021/03/19,2021,,,
SUPERMERCADO JUSTO Y BUENO ACACIAS SAN JOSE,VILLAVICENCIO,358530,2019/09/20,ACTIVA,2021/03/26,2021,,,
SUPERMERCADO JUSTO Y BUENO ANDALUCIA,BOGOTA,3287196,2020/09/22,ACTIVA,2021/03/19,2021,4.6940624,-74.0564594,"Cra. 45 #106 - 15, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO ITAGUI SANTA MARIA,ABURRA SUR,225518,2019/11/08,ACTIVA,2021/03/30,2021,6.2476154,-75.55780030000001,"Cl. 54 #38 19, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO KENNEDY SECTOR BOMBEROS,BOGOTA,3294396,2020/10/07,ACTIVA,2021/03/19,2021,4.6198203,-74.1616691,"4.619908,-74.161686, Kennedy, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO LA ESTRELLA EL PALMAR,ABURRA SUR,235832,2020/12/11,ACTIVA,2021/03/30,2021,,,
SUPERMERCADO JUSTO Y BUENO LA GAITANA 8-34,HUILA,306099,2017/12/01,ACTIVA,2021/02/19,2021,,,
SUPERMERCADO JUSTO Y BUENO MONTEBELLO,LA GUAJIRA,154062,2019/09/30,ACTIVA,2021/02/11,2021,,,
SUPERMERCADO JUSTO Y BUENO SOLEDAD 2,BOGOTA,3194282,2019/11/28,ACTIVA,2021/03/19,2021,4.6188644,-74.18206219999999,"Cra. 84a #56 Sur, Kennedy, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO VALPARAISO,IBAGUE,273011,2016/11/16,ACTIVA,2021/03/19,2021,,,
MINIMERCADO JUSTO Y BUENO MEDELLIN BOLIVAR CENTRO,MEDELLIN PARA ANTIOQUIA,64331002,2017/09/18,ACTIVA,2021/03/31,2021,6.254215899999999,-75.56739340000001,"Bolivar #54-2 a 54-60, Medellín, Antioquia, Colombia"
JUSTO Y BUENO IPANEMA NEIVA,HUILA,348351,2020/11/26,ACTIVA,2021/03/26,2021,2.9319213,-75.25557289999999,"C. 8 # 43 - 55, Neiva, Huila, Colombia"
SUPERMERCADO JUSTO Y BUENO COMUNEROS NEIVA,HUILA,317124,2018/09/04,ACTIVA,2021/03/05,2021,2.9254233,-75.292165,"C. 8 #1H-24, Neiva, Huila, Colombia"
JUSTO Y BUENO BARRANQUILLA CRA 43 CON CALLE 45,BARRANQUILLA,742735,2019/08/22,CANCELADA,2020/03/24,2020,,,
MINIMERCADO JUSTO Y BUENO BARRANCA TORCOROMA,BARRANCABERMEJA,104032,2016/05/25,ACTIVA,2021/03/12,2021,7.064510599999999,-73.8566577,"CALLE 55 CON 20 LOCAL 40 PLAZA TORCOROMA, Cl. 54 #20-17, Barrancabermeja, Santander, Colombia"
SUPERMERCADO JUSTO Y BUENO OPORAPA HUILA,HUILA,338820,2020/03/12,ACTIVA,2021/03/26,2021,2.0639138,-75.78998469999999,"Altamira, Huila, Colombia"
SUPERMERCADO JUSTO Y BUENO PALERMO,BOGOTA,3136003,2019/07/08,ACTIVA,2021/03/19,2021,4.7449615,-74.02271540000001,"Cl. 167d #7-26, Bogotá, Colombia"
SUPERMERCADO JUSTO Y BUENO QUIRINAL HUILA,HUILA,339134,2020/04/06,ACTIVA,2021/03/26,2021,2.9332296,-75.28818849999999,"Cra. 7 # 42B-26, Neiva, Huila, Colombia"
MINIMERCADO JUSTO Y BUENO COMUNEROS,BUCARAMANGA,9000353747,2016/08/04,ACTIVA,2021/03/17,2021,7.910657,-72.5179884,"CL 3, Av 00 #ESQUINA LOTE 3, Cúcuta, Norte de Santander, Colombia"
MINIMERCADO JUSTO Y BUENO COMUNEROS BOGOTA,BOGOTA,3149476,2019/08/06,ACTIVA,2021/03/19,2021,4.6940624,-74.0564594,"Cra. 45 #106 - 15, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO LA COMUNERA,BUCARAMANGA,9000389635,2017/11/10,ACTIVA,2021/03/17,2021,6.698432299999999,-73.5124313,"Cl. 3 #4-58, El Carmen de Chucurí, Santander, Colombia"
MINIMERCADO JUSTO Y BUENO AYAPEL,MONTERIA,170194,2019/03/06,ACTIVA,2021/03/25,2021,8.314254,-75.1376696,"CL 9 #2 29, Ayapel, Córdoba, Colombia"
MINIMERCADO JUSTO Y BUENO CURITI,BUCARAMANGA,9000383869,2017/08/25,ACTIVA,2021/03/17,2021,6.698432299999999,-73.5124313,"Cl. 3 #4-58, El Carmen de Chucurí, Santander, Colombia"
MINIMERCADO JUSTO Y BUENO CALI-CAÑASGORDAS,CALI,1106530,2021/01/29,CANCELADA,2021/01/29,2021,3.3464586,-76.5300408,"Cra. 121 #18-34, Barrio Pance, Cali, Valle del Cauca, Colombia"
SUPERMERCADOS JUSTO Y BUENO CALI - SANTA ANITA,CALI,1069826,2019/11/18,CANCELADA,2021/02/15,2021,,,
SUPERMERCADOS JUSTO Y BUENO CALI-GRANADA,CALI,1095203,2020/09/22,CANCELADA,2021/02/15,2021,,,
SUPERMERCADOS JUSTO Y BUENO CALI-SAN JUDAS,CALI,1093119,2020/09/07,CANCELADA,2021/02/15,2021,3.4515875,-76.53191,"COMUNA 3, Cali, Valle del Cauca, Colombia"
SUPERMERCADOS JUSTO Y BUENO CALI-VALLE GRANDE,CALI,1093672,2020/09/10,CANCELADA,2021/02/15,2021,,,
SUPERMERCADO JUSTO Y BUENO PUERTO BOYACA,LA DORADA,50281,2017/11/22,ACTIVA,2021/02/11,2021,5.975861999999999,-74.5893145,"CR 15 14 13, Puerto Boyacá, Boyacá, Colombia"
SUPERMERCADO JUSTO Y BUENO SAN AGUSTÍN,HUILA,302606,2017/09/08,ACTIVA,2021/02/19,2021,1.8802745,-76.2694549,"CR 3, Neiva-San Agustín #9 23, Huila, Colombia"
MINIMERCADO JUSTO Y BUENO CENTRO PEREIRA 2,PEREIRA,18157040,2018/09/11,ACTIVA,2021/03/26,2021,4.8111635,-75.6914675,"Cra. 10 #14 - 71, Pereira, Risaralda, Colombia"
JUSTO Y BUENO BARRANQUILLA LOS MONTES,BARRANQUILLA,763587,2020/07/21,ACTIVA,2021/03/31,2021,,,
JUSTO Y BUENO SANTA MARTA LA ESPERANZA,SANTA MARTA PARA EL MAGDALENA,232117,2020/08/24,ACTIVA,2021/03/30,2021,11.23599,-74.2064855,"Cra. 8 # 27 - 06, Comuna 2, Santa Marta, Magdalena, Colombia"
JUSTO Y BUENO CAGUAN NEIVA,HUILA,309742,2018/02/22,ACTIVA,2021/03/10,2021,2.8644939,-75.2334757,"Caguán, Neiva, Huila, Colombia"
JUSTO Y BUENO TORRES DEL CAFE GARZON HUILA,HUILA,348350,2020/11/26,ACTIVA,2021/03/26,2021,2.197119,-75.62378199999999,"Calle 10 # 5 -02 LOCAL COMERCIAL CONJUNTO CERRADO TORRES DEL CAFÉ III ETAPA, Garzón, Huila, Colombia"
MINIMERCADO JUSTO Y BUENO COVEÑAS TRONCAL,SINCELEJO,119120,2021/01/25,ACTIVA,2021/01/25,2021,9.400743,-75.67893699999999,"Calle 100 # 22 - 260, Coveñas, Santiago de Tolú, Sucre, Colombia"
SUPERMERCADOS JUSTO Y BUENO PASTO-CHAPAL,PASTO,199576,2020/06/04,CANCELADA,2021/03/17,2021,,,
SUPERMERCADO JUSTO Y BUENO RESERVA CAÑAVERAL,BUCARAMANGA,9000443540,2019/09/30,ACTIVA,2021/03/17,2021,7.0699627,-73.1063394,"Cra 26 #30-20, Cañaveral, Floridablanca, Santander, Colombia"
MINIMERCADO JUSTO Y BUENO CODAZZI CENTRO,VALLEDUPAR,147303,2017/08/28,ACTIVA,2021/02/12,2021,10.0362513,-73.2356499,"Calle 18 #15 56, Agustín Codazzi, Cesar, Colombia"
MINIMERCADO JUSTO Y BUENO LA MESA VIA,GIRARDOT,84648,2017/06/06,CANCELADA,2020/02/21,2020,4.617791,-74.0903464,"Cra. 32 # 17 B -04, Puente Aranda, Bogotá, Cundinamarca, Colombia"
MINIMERCADO JUSTO Y BUENO QUINTA PAREDES EMBAJADA,BOGOTA,2865525,2017/09/08,ACTIVA,2021/03/19,2021,4.6333021,-74.0943374,"La Esperanza #43A-84, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO VALLADOLID,BOGOTA,2655266,2016/02/17,ACTIVA,2021/03/19,2021,4.6940624,-74.0564594,"Cra. 45 #106 - 15, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO VILLANUEVA PROGRESO,CASANARE,145915,2019/12/10,ACTIVA,2021/02/26,2021,,,
SUPERMERCADO JUSTO Y BUENO VILLA JARDIN,LA GUAJIRA,159299,2020/09/25,ACTIVA,2021/02/12,2021,,,
SUPERMERCADO JUSTO Y BUENO VILLAMARLEN,IBAGUE,278296,2017/04/21,ACTIVA,2021/03/23,2021,4.4374357,-75.2100805,"Lote 47 y 48 mz C Calle 44, 6a1, Ibagué, Tolima, Colombia"
SUPERMERCADOS JUSTO Y BUENO PASTO MIJITAYO,PASTO,195609,2019/12/10,CANCELADA,2021/03/15,2021,,,
MINIMERCADO JUSTO Y BUENO TRIUNFO,BOGOTA,2891622,2017/11/15,CANCELADA,2018/04/02,2018,,,
SUPERMERCADO JUSTO Y BUENO DORADAL ANTIOQUIA,MAGDALENA MEDIO,67586,2019/12/17,ACTIVA,2021/01/22,2021,5.869384,-74.64108999999999,"Cra. 11 # 10 - 77, Puerto Triunfo, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO PUERTO TRIUNFO ANTIOQUIA,MAGDALENA MEDIO,68270,2020/02/26,CANCELADA,2021/01/22,2021,5.869384,-74.64108999999999,"Cra. 11 # 10 - 77, Puerto Triunfo, Antioquia, Colombia"
SUPERMERCADO JUSTO Y BUENO TRIUNFO,BOGOTA,3247692,2020/06/11,ACTIVA,2021/03/19,2021,4.6850966,-74.0847635,"Cl. 77 # 69-50, Bogotá, Colombia"
MINIMERCADO JUSTO Y BUENO VILLAVICENCIO GUATAPE,VILLAVICENCIO,347338,2019/02/27,ACTIVA,2021/03/09,2021,4.1467423,-73.6054915,"Calle 28 Sur #38-05 Lote 10 Manzana D, Villavicencio, Meta, Colombia"
JUSTO Y BUENO SANTA MARTA LAS ACACIAS,SANTA MARTA PARA EL MAGDALENA,228182,2020/05/26,ACTIVA,2021/03/30,2021,11.2150098,-74.1605387,"Calle 29c # 20-17, Lote 1, Manzana T, Santa Marta, Magdalena, Colombia"
MINIMERCADO JUSTO Y BUENO SOLERI,BUCARAMANGA,9000479123,2021/01/14,ACTIVA,2021/01/14,2021,,,
